link_id,from_node_id,to_node_id,facility_type,dir_flag,directed_route_id,link_type,link_type_name,length,lanes,capacity,free_speed,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_penalty1,geometry,VDF_allowed_uses1,agency_name,stop_sequence,directed_service_id
1000011,1500011,1500012,bus,1,5714.1,1,service_links,283.6691747178741,8,999999,17.003147335736713,0,1.0,7999992,0.15,4,0,"LINESTRING (-111.794614 41.753187, -111.794584 41.750636)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,10,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000012,1500012,1500013,bus,1,5714.1,1,service_links,260.7457993232775,8,999999,15644.74795939665,0,0.0,7999992,0.15,4,0,"LINESTRING (-111.794584 41.750636, -111.79682 41.748988)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,11,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000013,1500013,1500014,bus,1,5714.1,1,service_links,400.0898828167445,8,999999,23.98141155744722,0,1.0,7999992,0.15,4,0,"LINESTRING (-111.79682 41.748988, -111.796855 41.74539)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,12,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000014,1500014,1500020,bus,1,5714.1,1,service_links,540.3926414842751,8,999999,32.39116732173478,0,1.0,7999992,0.15,4,0,"LINESTRING (-111.796855 41.74539, -111.803215 41.744341)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,13,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000015,1500020,1500016,bus,1,5714.1,1,service_links,332.6881433466201,8,999999,19.941347253543665,0,1.0,7999992,0.15,4,0,"LINESTRING (-111.803215 41.744341, -111.807223 41.744435)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,14,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000016,1500016,1500017,bus,1,5714.1,1,service_links,312.5172149684356,8,999999,18.73230059750863,0,1.0,7999992,0.15,4,0,"LINESTRING (-111.807223 41.744435, -111.810989 41.744495)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,15,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000017,1500017,1500018,bus,1,5714.1,1,service_links,1015.3416418799635,8,999999,12.181663369885584,0,5.0,7999992,0.15,4,0,"LINESTRING (-111.810989 41.744495, -111.822173 41.740788)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,16,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000018,1500018,1500019,bus,1,5714.1,1,service_links,425.8296731709008,8,999999,25.524256134119927,0,1.0,7999992,0.15,4,0,"LINESTRING (-111.822173 41.740788, -111.827304 41.740876)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,17,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000019,1500019,1500003,bus,1,5714.1,1,service_links,286.226095457962,8,999999,8.582491617929897,0,2.0,7999992,0.15,4,0,"LINESTRING (-111.827304 41.740876, -111.830728 41.740562)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,18,5714.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000020,1500037,1500024,bus,1,5714.2,1,service_links,210.69188454381302,1,999999,12641.51307262878,0,0.0,999999,0.15,4,0,"LINESTRING (-111.797936 41.758375, -111.795396 41.75839)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,0,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000021,1500024,1500040,bus,1,5714.2,1,service_links,389.8785392523251,1,999999,23.36934301212738,0,1.0,999999,0.15,4,0,"LINESTRING (-111.795396 41.75839, -111.794635 41.75493)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,1,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000022,1500040,1500043,bus,1,5714.2,1,service_links,193.8205856129792,1,999999,11.617617519259493,0,1.0,999999,0.15,4,0,"LINESTRING (-111.794635 41.75493, -111.794614 41.753187)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,2,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000023,1500043,1500046,bus,1,5714.2,1,service_links,283.6691747178741,1,999999,17.003147335736713,0,1.0,999999,0.15,4,0,"LINESTRING (-111.794614 41.753187, -111.794584 41.750636)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,3,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000024,1500046,1500049,bus,1,5714.2,1,service_links,260.7457993232775,1,999999,15644.74795939665,0,0.0,999999,0.15,4,0,"LINESTRING (-111.794584 41.750636, -111.79682 41.748988)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,4,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000025,1500049,1500052,bus,1,5714.2,1,service_links,400.0898828167445,1,999999,23.98141155744722,0,1.0,999999,0.15,4,0,"LINESTRING (-111.79682 41.748988, -111.796855 41.74539)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,5,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000026,1500052,1500065,bus,1,5714.2,1,service_links,540.3926414842751,1,999999,32423.558489056508,0,0.0,999999,0.15,4,0,"LINESTRING (-111.796855 41.74539, -111.803215 41.744341)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,6,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000027,1500065,1500057,bus,1,5714.2,1,service_links,332.6881433466201,1,999999,19.941347253543665,0,1.0,999999,0.15,4,0,"LINESTRING (-111.803215 41.744341, -111.807223 41.744435)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,7,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000028,1500057,1500059,bus,1,5714.2,1,service_links,312.5172149684356,1,999999,9.3708310335363,0,2.0,999999,0.15,4,0,"LINESTRING (-111.807223 41.744435, -111.810989 41.744495)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,8,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000029,1500059,1500061,bus,1,5714.2,1,service_links,1015.3416418799635,1,999999,12.181663369885584,0,5.0,999999,0.15,4,0,"LINESTRING (-111.810989 41.744495, -111.822173 41.740788)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,9,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000030,1500061,1500063,bus,1,5714.2,1,service_links,425.8296731709008,1,999999,25.524256134119927,0,1.0,999999,0.15,4,0,"LINESTRING (-111.822173 41.740788, -111.827304 41.740876)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,10,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000031,1500063,1500021,bus,1,5714.2,1,service_links,287.64867035154276,1,999999,8.625147536777893,0,2.0,999999,0.15,4,0,"LINESTRING (-111.827304 41.740876, -111.830729 41.740475)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,11,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12
1000032,1500022,1500027,bus,1,5714.2,1,service_links,344.1715172584591,2,999999,20650.291035507547,0,0.0,1999998,0.15,4,0,"LINESTRING (-111.830729 41.740475, -111.826607 41.740822)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,0,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000033,1500027,1500029,bus,1,5714.2,1,service_links,424.6044896297054,2,999999,25.450818559223105,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.826607 41.740822, -111.821491 41.740727)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,1,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000034,1500029,1500031,bus,1,5714.2,1,service_links,1092.8401214964315,2,999999,16.388504696272403,0,4.0,1999998,0.15,4,0,"LINESTRING (-111.821491 41.740727, -111.80928 41.744412)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,2,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000035,1500031,1500055,bus,1,5714.2,1,service_links,498.182762371453,2,999999,29.861104637649536,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.80928 41.744412, -111.803278 41.744277)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,3,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000036,1500055,1500033,bus,1,5714.2,1,service_links,821.4592319202111,2,999999,49.23831559961306,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.803278 41.744277, -111.804376 41.751619)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,4,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000037,1500033,1500035,bus,1,5714.2,1,service_links,616.5602238382553,2,999999,18.48756293368082,0,2.0,1999998,0.15,4,0,"LINESTRING (-111.804376 41.751619, -111.803659 41.757138)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,5,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000038,1500035,1500038,bus,1,5714.2,1,service_links,494.23593307577363,2,999999,29.62453145309333,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.803659 41.757138, -111.797936 41.758375)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,6,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000039,1500038,1500025,bus,1,5714.2,1,service_links,210.69188454381302,2,999999,12.628884188440342,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.797936 41.758375, -111.795396 41.75839)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,7,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000040,1500025,1500041,bus,1,5714.2,1,service_links,389.8785392523251,2,999999,23392.712355139505,0,0.0,1999998,0.15,4,0,"LINESTRING (-111.795396 41.75839, -111.794635 41.75493)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,8,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000041,1500041,1500044,bus,1,5714.2,1,service_links,193.8205856129792,2,999999,11.617617519259493,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.794635 41.75493, -111.794614 41.753187)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,9,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000042,1500044,1500047,bus,1,5714.2,1,service_links,283.6691747178741,2,999999,17.003147335736713,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.794614 41.753187, -111.794584 41.750636)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,10,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000043,1500047,1500050,bus,1,5714.2,1,service_links,260.7457993232775,2,999999,15644.74795939665,0,0.0,1999998,0.15,4,0,"LINESTRING (-111.794584 41.750636, -111.79682 41.748988)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,11,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000044,1500050,1500053,bus,1,5714.2,1,service_links,400.0898828167445,2,999999,23.98141155744722,0,1.0,1999998,0.15,4,0,"LINESTRING (-111.79682 41.748988, -111.796855 41.74539)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,12,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13
1000045,1500023,1500028,bus,1,5714.2,1,service_links,344.1715172584591,28,999999,20650.291035507547,0,0.0,27999972,0.15,4,0,"LINESTRING (-111.830729 41.740475, -111.826607 41.740822)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,0,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000046,1500028,1500030,bus,1,5714.2,1,service_links,424.6044896297054,28,999999,25.450818559223105,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.826607 41.740822, -111.821491 41.740727)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,1,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000047,1500030,1500032,bus,1,5714.2,1,service_links,1092.8401214964315,28,999999,16.388504696272403,0,4.0,27999972,0.15,4,0,"LINESTRING (-111.821491 41.740727, -111.80928 41.744412)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,2,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000048,1500032,1500056,bus,1,5714.2,1,service_links,498.182762371453,28,999999,29.861104637649536,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.80928 41.744412, -111.803278 41.744277)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,3,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000049,1500056,1500034,bus,1,5714.2,1,service_links,821.4592319202111,28,999999,49.23831559961306,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.803278 41.744277, -111.804376 41.751619)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,4,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000050,1500034,1500036,bus,1,5714.2,1,service_links,616.5602238382553,28,999999,18.48756293368082,0,2.0,27999972,0.15,4,0,"LINESTRING (-111.804376 41.751619, -111.803659 41.757138)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,5,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000051,1500036,1500039,bus,1,5714.2,1,service_links,494.23593307577363,28,999999,29.62453145309333,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.803659 41.757138, -111.797936 41.758375)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,6,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000052,1500039,1500026,bus,1,5714.2,1,service_links,210.69188454381302,28,999999,12.628884188440342,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.797936 41.758375, -111.795396 41.75839)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,7,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000053,1500026,1500042,bus,1,5714.2,1,service_links,389.8785392523251,28,999999,23392.712355139505,0,0.0,27999972,0.15,4,0,"LINESTRING (-111.795396 41.75839, -111.794635 41.75493)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,8,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000054,1500042,1500045,bus,1,5714.2,1,service_links,193.8205856129792,28,999999,11.617617519259493,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.794635 41.75493, -111.794614 41.753187)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,9,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000055,1500045,1500048,bus,1,5714.2,1,service_links,283.6691747178741,28,999999,17.003147335736713,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.794614 41.753187, -111.794584 41.750636)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,10,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000056,1500048,1500051,bus,1,5714.2,1,service_links,260.7457993232775,28,999999,15644.74795939665,0,0.0,27999972,0.15,4,0,"LINESTRING (-111.794584 41.750636, -111.79682 41.748988)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,11,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000057,1500051,1500054,bus,1,5714.2,1,service_links,400.0898828167445,28,999999,23.98141155744722,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.79682 41.748988, -111.796855 41.74539)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,12,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000058,1500054,1500066,bus,1,5714.2,1,service_links,540.3926414842751,28,999999,32.39116732173478,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.796855 41.74539, -111.803215 41.744341)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,13,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000059,1500066,1500058,bus,1,5714.2,1,service_links,332.6881433466201,28,999999,19.941347253543665,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.803215 41.744341, -111.807223 41.744435)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,14,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000060,1500058,1500060,bus,1,5714.2,1,service_links,312.5172149684356,28,999999,18.73230059750863,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.807223 41.744435, -111.810989 41.744495)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,15,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000061,1500060,1500062,bus,1,5714.2,1,service_links,1015.3416418799635,28,999999,12.181663369885584,0,5.0,27999972,0.15,4,0,"LINESTRING (-111.810989 41.744495, -111.822173 41.740788)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,16,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000062,1500062,1500064,bus,1,5714.2,1,service_links,425.8296731709008,28,999999,25.524256134119927,0,1.0,27999972,0.15,4,0,"LINESTRING (-111.822173 41.740788, -111.827304 41.740876)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,17,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000063,1500064,1500023,bus,1,5714.2,1,service_links,287.64867035154276,28,999999,8.625147536777893,0,2.0,27999972,0.15,4,0,"LINESTRING (-111.827304 41.740876, -111.830729 41.740475)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,18,5714.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
1000064,1500084,1500086,bus,1,5715.1,1,service_links,371.40054091253745,1,999999,22284.032454752247,0,0.0,999999,0.15,4,0,"LINESTRING (-111.813978 41.756688, -111.81401 41.753348)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,0,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000065,1500086,1500069,bus,1,5715.1,1,service_links,217.50493312153196,1,999999,13.037258728563355,0,1.0,999999,0.15,4,0,"LINESTRING (-111.81401 41.753348, -111.814032 41.751392)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,1,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000066,1500069,1500088,bus,1,5715.1,1,service_links,282.51340604882853,1,999999,16.933870492437276,0,1.0,999999,0.15,4,0,"LINESTRING (-111.814032 41.751392, -111.816894 41.750015)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,2,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000067,1500088,1500090,bus,1,5715.1,1,service_links,233.03702195534188,1,999999,13.968253064256258,0,1.0,999999,0.15,4,0,"LINESTRING (-111.816894 41.750015, -111.819221 41.751189)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,3,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000068,1500090,1500092,bus,1,5715.1,1,service_links,499.95417794313266,1,999999,29.96728339319477,0,1.0,999999,0.15,4,0,"LINESTRING (-111.819221 41.751189, -111.819082 41.755684)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,4,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000069,1500092,1500094,bus,1,5715.1,1,service_links,237.71566498440905,1,999999,14.248691207856687,0,1.0,999999,0.15,4,0,"LINESTRING (-111.819082 41.755684, -111.820466 41.757556)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,5,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000070,1500094,1500096,bus,1,5715.1,1,service_links,466.76755126453963,1,999999,27.97807500087151,0,1.0,999999,0.15,4,0,"LINESTRING (-111.820466 41.757556, -111.826093 41.757594)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,6,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000071,1500096,1500098,bus,1,5715.1,1,service_links,300.9072042842618,1,999999,9.022704776139786,0,2.0,999999,0.15,4,0,"LINESTRING (-111.826093 41.757594, -111.829195 41.756191)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,7,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000072,1500098,1500104,bus,1,5715.1,1,service_links,375.17760222243857,1,999999,22.488167965380935,0,1.0,999999,0.15,4,0,"LINESTRING (-111.829195 41.756191, -111.829308 41.752818)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,8,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000073,1500104,1500100,bus,1,5715.1,1,service_links,352.8802462292111,1,999999,21.151663110642026,0,1.0,999999,0.15,4,0,"LINESTRING (-111.829308 41.752818, -111.82944 41.749646)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,9,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
1000074,1500100,1500102,bus,1,5715.1,1,service_links,552.4023142711841,1,999999,16.563787534368338,0,2.0,999999,0.15,4,0,"LINESTRING (-111.82944 41.749646, -111.830496 41.744741)",w_bus_only;w_bus_metro;d_bus_only;d_bus_metro,CVTD Cache Valley Transit District,10,5715.1:0;1;2;3;4;5;6;7;8;9;10;11;12
