stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
7606920,2005,"105 East 1600 North","La Tormenta /Across from Walmart",41.761251,-111.831914,,,0,,,0,,
7606921,1635,"1341 North Main","Chick-Fil-A / Winco",41.756109,-111.834514,,,0,,,0,,
7606922,1636,"1045 North Main","Al's Sporting Goods / Firehouse Subs",41.751512,-111.834579,,,0,,,0,,
7606923,1637,"745 North Main","Wimmers / Across from Smiths Marketplace",41.7455,-111.834705,,,0,,,0,,
7606924,2029,"735 North 600 East","Across from Logan Islamic Center",41.745168,-111.819227,,,0,,,0,,
7606925,2030,"585 North 600 East","Across from The Scotsman Apts",41.742112,-111.8193,,,0,,,0,,
7606926,2000,"150 East 442 North","Intermodal Transit Center",41.740352,-111.830816,,,0,,,0,,
7606945,2053,"590 North 600 East","The Scotsman Apartments",41.742363,-111.819207,,,0,,,0,,
7606946,2054,"710 North 600 East","",41.744808,-111.819124,,,0,,,0,,
7606947,2055,"890 North 600 East","The Factory",41.748197,-111.819034,,,0,,,0,,
7606948,2056,"640 East 1000 North","Bridgerland D Apartments",41.749855,-111.818328,,,0,,,0,,
7606949,2057,"720 East 1000 North","Sinclair / Tandoori Oven",41.750098,-111.815855,,,0,,,0,,
7606950,2059,"665 North 1200 East","Fine Arts Building",41.743435,-111.804327,,,0,,,0,,
7606951,1643,"400 North 900 East","USU Family Life Building",41.739992,-111.811265,,,0,,,0,,
7606952,1644,"651 East 400 North","",41.738851,-111.818014,,,0,,,0,,
7606953,1645,"393 East 400 North","",41.738974,-111.824904,,,0,,,0,,
7606955,2074,"480 North Main","Zions Bank",41.740448,-111.834617,,,0,,,0,,
7606975,1610,"3730 North Main, Hyde Park","Maverik",41.799921,-111.833378,,,0,,,0,,
7606976,1616,"123 S Hwy 91, Richmond","Cherry Creek Dental (Richmond)",41.920058,-111.814325,,,0,,,0,,
7606977,1617,"901 North 200 West, Richmond","Pepperidge Farms",41.939939,-111.814333,,,0,,,0,,
7606978,1618,"50 West Center, Lewiston","Lewiston LDS Church",41.97588,-111.857975,,,0,,,0,,
7606994,1620,"170 South State, Franklin","Franklin",42.013721,-111.804451,,,0,,,0,,
7607773,1631,"3780 North Main, Hyde Park","Northwood Rentals",41.801304,-111.833544,,,0,,,0,,
7607774,1632,"2427 North Main, N Logan","Maverik (North Logan)",41.777071,-111.83407,,,0,,,0,,
7607775,1633,"2281 N Main, N Logan","Anaya's Market",41.773637,-111.83414,,,0,,,0,,
7607789,1634,"1785 North Main, N Logan","Jack's Tire & Oil",41.764282,-111.834335,,,0,,,0,,
7607790,114,"1249 East 700 North","Aggie Ice Cream",41.744341,-111.803215,,,0,,,0,,
7730352,600,"150 East 500 North - Route 6","Intermodal Transit Center",41.740813,-111.831268,,,0,,,0,,
8197015,1619,"1080 East 200 South, Lewiston","Presto",41.9719196642106,-111.830850173598,,,0,,,0,,
9607861,1111,"850 West 1600 South","IFIT",41.7050117397946,-111.8562660068662,,,0,,,0,,
9680185,808,"872 North 1000 West","FedEx",41.74769,-111.858964,,,0,,,0,,
9836875,606,"920 West 600 South","Woodruff Elementary",41.720678,-111.858139,,,0,,,0,,
9836876,607,"744 West 600 South","",41.720578,-111.854088,,,0,,,0,,
9837980,705,"559 South 100 West","",41.721489,-111.83775,,,0,,,0,,
9837981,706,"731 South 100 West","",41.718242,-111.837299,,,0,,,0,,
9837982,709,"890 South 500 West","",41.71528,-111.847732,,,0,,,0,,
9837983,710,"750 South 500 West","Zootah / Willow Park",41.718218,-111.846687,,,0,,,0,,
9837984,701,"55 East 200 North","Fire Station",41.735248,-111.833754,,,0,,,0,,
9837985,804,"700 West 200 North","The Meadows",41.735578,-111.851883,,,0,,,0,,
9837986,805,"244 North 1000 West","LDubs Sudz",41.736302,-111.859482,,,0,,,0,,
