route_id,direction_id,direction
5731,0,Southbound
5731,1,Northbound
5743,0,
5715,0,
5715,1,
5718,0,
5718,1,
5723,0,
5722,0,
5739,0,Northbound
5739,1,Southbound
5734,0,Northbound
5734,1,Southbound
5738,0,Southbound
5738,1,Northbound
5716,0,
5714,0,
5714,1,USU, Lundstrom, Hillcrest
5721,0,
5742,0,
5742,1,
5741,0,
5741,1,
5735,0,Northbound
5735,1,Southbound
